236	1686590791	2835.4	20230612 13:26:30	13:26:30	5	5337	stan	1686590783	0.001559583	1.559582989	8.656177532	656.6963603	501.5011222	48.8169003	63.92384649	0.100181048	2.880708594	0.098285043	0.061595512	283.8919818	26.29070685	24.9752963	3.174997534	52.48274814	1.668816451	3.179742887	1.506181084	-68.77760981	3.890096679	0.285606322	219.290075	29.9520741	1.563904467	8.656177532	719.6977585	691.9898788	3.403570221	64.28528384	1.559582989	15.29563975	17.13480769	-2.92E-05	101.2645994	2	0	1	0	51678	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.995556	1358.780044	0.849239887	0.177432981	6	0.5	0: Broadleaf	2	TRUE	1686590783	656.6963704	693.8612593	17.14392593	15.29991111	661.2352593	17.24658889	500.1347037	97.24151481	0.100042644	25.00034444	24.9752963	999.9	0	0	10000.02074	0	19.89158889	-37.16488889	668.1510741	704.6421481	1.844016667	693.8612593	15.29991111	1.667102593	1.487787407	14.59344074	12.84321852	1599.995556	0.692004185	0.307995815	0	2.358940741	0	27354.91111	12139.32593	40.52981481	40.88862963	40.35622222	40.83777778	39.57155556	1107.202963	492.7925926	0	1686590792	0	2.353907692	-0.978912831	-241.9931623	27355.38846	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.08885366	-1.344370035	0.139346387	0	2.374285294	-0.173712755	0.268503558	1	1.84330439	0.010770105	0.003370273	1	2	3	3-Feb	2.99021	2.71577	0.146056	0.149272	0.0921821	0.0834081	27452.1	27408.1	29838.8	29767.1	35875.7	36255.6	42025.9	42391.4	2.03245	2.0816	0.165664	0	22.2428	999.9	59.4	24.4	18.7394	63.1438	32.8886	1	-0.507683	-1.15735	20.3968	5.22103	12.0099	4.99175	3.2886	9999	9999	9999	999.9	1.86691	1.866	1.86546	1.86542	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.63	-0.1027	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	12.7	12.8	1.59912	2.19604	1.39648	2.31567	1.49536	2.38647	28.7956	15.3316	18	513.095	501.682	23.5979	20.8517	30	20.7889	20.721	32.1165	26.4946	72.5773	23.6087	740.76	15.3651	102.033	101.837
237	1686590796	2840.4	20230612 13:26:35	13:26:35	5	5337	stan	1686590788	0.001554182	1.554181834	8.755207495	672.4551327	514.7777781	50.10891113	65.45736027	0.099820162	2.880689267	0.097937641	0.061377206	283.8894185	26.29650143	24.97275	3.174515487	52.45058577	1.668229032	3.180572739	1.506286454	-68.53941888	4.965281782	0.364550953	220.6798323	29.96970136	1.561745869	8.755207495	736.5857718	708.8986667	3.375565822	64.28528384	1.554181834	15.29596458	17.12866154	-1.33E-05	101.2645994	2	0	1	0	51673	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.982857	1358.7691	0.849239786	0.177432788	6	0.5	0: Broadleaf	2	TRUE	1686590788	672.4551429	709.66925	17.13801429	15.29652143	677.0511429	17.24071071	500.1313929	97.24086429	0.099994736	25.00472143	24.97275	999.9	0	0	9999.976429	0	19.93269643	-37.214125	684.1805357	720.6933214	1.841499286	709.66925	15.29652143	1.666516429	1.4874475	14.58800357	12.83973929	1599.982857	0.692007536	0.307992429	0	2.362939286	0	27335.02857	12139.23929	40.5935	40.93282143	40.4105	40.915	39.62467857	1107.199286	492.7832143	0	1686590797	0	2.349492	0.323630752	-270.2769234	27331.684	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.1713375	-0.608804128	0.083451251	0	2.365802941	-0.202519484	0.262923064	1	1.841792	-0.034680225	0.005188667	1	2	3	3-Feb	2.99013	2.71575	0.148454	0.151599	0.0921588	0.083413	27374.5	27333.9	29838.1	29767.7	35875.5	36256.4	42024.6	42392.5	2.03215	2.0817	0.167191	0	22.2273	999.9	59.4	24.4	18.7391	63.0338	32.6402	1	-0.507774	-1.1949	20.3964	5.22058	12.0099	4.9917	3.28858	9999	9999	9999	999.9	1.86689	1.866	1.86547	1.86543	1.86722	1.86983	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.69	-0.1027	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	12.8	12.9	1.63086	2.19238	1.39648	2.31812	1.49536	2.47925	28.8168	15.3404	18	512.891	501.748	23.616	20.8511	30	20.7874	20.721	32.6725	26.2162	72.5773	23.6316	754.116	15.3796	102.03	101.839
238	1686590801	2845.4	20230612 13:26:40	13:26:40	5	5337	stan	1686590793	0.00155165	1.55164997	8.690763074	690.1093974	532.7357368	51.85650045	67.1752537	0.099612982	2.88153417	0.097738727	0.061252162	283.887858	26.30245271	24.97272593	3.17451093	52.41398678	1.66762648	3.181644027	1.50688445	-68.42776368	5.84803697	0.429249091	221.7373804	29.98371612	1.55532738	8.690763074	753.6371668	725.8913515	3.4028908	64.28528384	1.55164997	15.29774232	17.12745385	-1.38E-05	101.2645994	2	0	1	0	51889	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.975185	1358.762481	0.849239722	0.177432663	6	0.5	0: Broadleaf	2	TRUE	1686590793	690.1094074	727.367963	17.13197407	15.29804444	694.7690741	17.2347	500.1331111	97.24000741	0.099999785	25.01037037	24.97272593	999.9	0	0	10004.92704	0	20.14738889	-37.25850741	702.1383333	738.6681481	1.833934074	727.367963	15.29804444	1.665913704	1.487581852	14.58241481	12.84112222	1599.975185	0.692009	0.30799063	0	2.403418519	0	27310.55556	12139.17778	40.65948148	40.98122222	40.46277778	40.99281481	39.68266667	1107.197407	492.7774074	0	1686590802	0	2.395444	0.746984604	-294.0230765	27308.912	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.2425	-0.393451407	0.059305451	1	2.374717647	0.395902212	0.248128194	1	1.8377625	-0.08712788	0.008526312	1	3	3	3-Mar	2.99038	2.71566	0.150843	0.153905	0.0921555	0.0834771	27298.1	27259.9	29838.3	29767.9	35875.7	36254.2	42024.6	42392.9	2.0324	2.08183	0.168383	0	22.2121	999.9	59.4	24.4	18.7407	62.8938	32.1314	1	-0.507752	-1.19907	20.3964	5.22133	12.0098	4.9917	3.28858	9999	9999	9999	999.9	1.86691	1.866	1.86546	1.86543	1.86722	1.86983	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.75	-0.1027	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	12.9	13	1.65771	2.19116	1.39771	2.31689	1.49536	2.54761	28.8168	15.3404	18	513.047	501.811	23.6379	20.85	30	20.7874	20.7192	33.2942	26.2162	72.5773	23.648	774.151	15.3923	102.03	101.84
239	1686590806	2850.4	20230612 13:26:45	13:26:45	5	5337	stan	1686590798	0.001536954	1.536954007	8.877798441	705.8155254	543.5672766	52.9103291	68.70342154	0.098592509	2.882402172	0.096756619	0.060634987	283.8868323	26.31071631	24.97586786	3.175105747	52.39078427	1.667360432	3.182545281	1.507745314	-67.77967169	6.099850571	0.447615301	222.6546264	30.0066282	1.544296654	8.877798441	770.5873281	742.7674727	3.372377411	64.28528384	1.536954007	15.31805929	17.13036703	-2.21E-06	101.2645994	2	0	1	0	51699	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.965357	1358.754507	0.849239954	0.177433112	6	0.5	0: Broadleaf	2	TRUE	1686590798	705.8155357	743.122	17.12940714	15.30845714	710.5315357	17.23213571	500.127	97.23908929	0.099973211	25.01512143	24.97586786	999.9	0	0	10010.01857	0	20.45578929	-37.30642143	718.1164286	754.6750714	1.820949643	743.122	15.30845714	1.665647143	1.48858	14.57993929	12.85136429	1599.965357	0.692000929	0.307998714	0	2.383903571	0	27286.47143	12139.07143	40.7185	41.02207143	40.51314286	41.06232143	39.74071429	1107.178214	492.7867857	0	1686590807	0	2.43152	0.292969228	-324.7846154	27284.596	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.2725125	-0.539091557	0.070391644	0	2.392041176	0.733087843	0.262777975	1	1.82873625	-0.141004165	0.014488037	0	1	3	3-Jan	2.99062	2.71577	0.153186	0.156201	0.0921686	0.0835649	27223	27186	29838.4	29767.7	35875.6	36250.3	42025	42392.4	2.0326	2.08205	0.168607	0	22.2009	999.9	59.4	24.4	18.7408	63.1438	32.2877	1	-0.507843	-1.19723	20.3966	5.22178	12.0098	4.9918	3.28865	9999	9999	9999	999.9	1.86689	1.866	1.86544	1.86542	1.86722	1.86982	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.809	-0.1028	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13	13.1	1.68945	2.18506	1.39648	2.31567	1.49536	2.49634	28.8168	15.3404	18	513.157	501.958	23.6554	20.85	30	20.7858	20.7192	33.8475	26.2162	72.5773	23.6616	787.508	15.3991	102.031	101.839
240	1686590811	2855.4	20230612 13:26:50	13:26:50	5	5337	stan	1686590803	0.001524963	1.524962786	8.783039321	723.4329158	561.1583471	54.62221108	70.41774506	0.097808468	2.882536593	0.096001455	0.060160482	283.8917379	26.31594742	24.9760963	3.175148998	52.38587599	1.667411921	3.182941755	1.507737077	-67.25085886	6.389378427	0.468844854	223.4991023	30.09275745	1.532449744	8.783039321	787.7282644	759.8326061	3.410344327	64.28528384	1.524962786	15.33677305	17.13472527	2.33E-05	101.2645994	2	0	1	0	51877	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.988519	1358.774589	0.849240212	0.177433609	6	0.5	0: Broadleaf	2	TRUE	1686590803	723.4329259	760.864963	17.13006667	15.32309259	728.2117778	17.23278889	500.1285185	97.23834444	0.099976122	25.01721111	24.9760963	999.9	0	0	10010.86926	0	20.64607778	-37.43202963	736.0413333	772.7054074	1.806962222	760.864963	15.32309259	1.665698148	1.489992963	14.58041111	12.86584074	1599.988519	0.691992259	0.308007407	0	2.375837037	0	27256.67778	12139.2037	40.78914815	41.07155556	40.56696296	41.14096296	39.803	1107.180741	492.8077778	0	1686590812	0	2.422615385	-0.331213679	-357.702564	27255.43077	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.35521463	-1.283820209	0.135940015	0	2.392864706	0.176831165	0.257247912	1	1.81618	-0.171063136	0.017450331	0	1	3	3-Jan	2.98997	2.71572	0.155521	0.158474	0.0921822	0.0835879	27148.3	27112.9	29838.7	29767.7	35875.7	36249.4	42025.7	42392.4	2.03192	2.08203	0.169016	0	22.1876	999.9	59.4	24.4	18.7412	62.8538	32.7845	1	-0.507871	-1.21444	20.3965	5.22073	12.0099	4.9916	3.28858	9999	9999	9999	999.9	1.86689	1.866	1.86546	1.86545	1.86722	1.86982	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.868	-0.1027	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.1	13.2	1.71631	2.19116	1.39771	2.31567	1.49536	2.42188	28.8168	15.3316	18	512.732	501.937	23.6685	20.8482	30	20.7856	20.7186	34.4517	26.2162	72.5773	23.6801	807.542	15.4089	102.032	101.839
241	1686590816	2860.4	20230612 13:26:55	13:26:55	5	5337	stan	1686590808	0.001520693	1.520693382	9.026598173	739.1508824	572.1760851	55.69426209	71.94719255	0.097594529	2.88257257	0.095795356	0.060030983	283.8926825	26.31515015	24.97209286	3.174391092	52.39926306	1.667647316	3.182577804	1.506743776	-67.06257813	6.713506902	0.492608177	224.0362195	30.13643483	1.523275173	9.026598173	804.6921932	776.6995152	3.370553712	64.28528384	1.520693382	15.34313494	17.13624176	5.31E-06	101.2645994	2	0	1	0	51719	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.991429	1358.777282	0.849240351	0.177433877	6	0.5	0: Broadleaf	2	TRUE	1686590808	739.1508929	776.6571071	17.13260714	15.33640714	743.9856429	17.23530714	500.1149643	97.23767143	0.099955114	25.01529286	24.97209286	999.9	0	0	10011.14571	0	20.28630714	-37.50620714	752.0352143	788.7538929	1.796179643	776.6571071	15.33640714	1.665933571	1.491278214	14.5826	12.87901429	1599.991429	0.691988464	0.3080115	0	2.347110714	0	27227.86429	12139.21071	40.85242857	41.11582143	40.62025	41.21407143	39.85685714	1107.175357	492.8160714	0	1686590817	0	2.383973077	-0.394430785	-384.9606837	27226.22692	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.44920976	-1.197347038	0.132305944	0	2.396532353	-0.653401073	0.225086927	1	1.805302195	-0.140947526	0.015137797	0	1	3	3-Jan	2.99028	2.7156	0.157817	0.160697	0.0921911	0.0836245	27074.5	27041.7	29838.5	29767.9	35875.1	36247.8	42025.4	42392.3	2.0325	2.08192	0.169873	0	22.1715	999.9	59.4	24.4	18.74	62.8038	32.4519	1	-0.507896	-1.24745	20.3962	5.22028	12.0098	4.9916	3.2885	9999	9999	9999	999.9	1.86688	1.866	1.86544	1.86541	1.86722	1.86982	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.927	-0.1027	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.1	13.2	1.74683	2.18994	1.39771	2.31689	1.49536	2.53174	28.8168	15.3316	18	513.086	501.86	23.6879	20.8482	29.9999	20.785	20.7175	35.0033	25.9344	72.5773	23.7033	820.899	15.4155	102.032	101.839
242	1686590821	2865.4	20230612 13:27:00	13:27:00	5	5337	stan	1686590813	0.001517133	1.517132569	8.87678856	756.7646564	591.6390643	57.58915815	73.66220743	0.097465718	2.880125982	0.09566975	0.059952198	283.8971101	26.31588908	24.96601481	3.173240737	52.41535842	1.668034317	3.182338854	1.50520642	-66.9055463	7.455996325	0.547533362	224.9950935	30.21799054	1.515139124	8.87678856	821.7646579	793.728503	3.415494764	64.28528384	1.517132569	15.35412677	17.14298022	3.27E-06	101.2645994	2	0	1	0	51800	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600.018148	1358.799811	0.849240249	0.177433681	6	0.5	0: Broadleaf	2	TRUE	1686590813	756.7646667	794.3922963	17.13645926	15.34991852	761.6618148	17.23914815	500.1313333	97.23827407	0.100055359	25.01403333	24.96601481	999.9	0	0	9997.001852	0	19.61907778	-37.62757778	769.9590741	806.7763704	1.786524444	794.3922963	15.34991852	1.666319259	1.492600741	14.58617778	12.89256667	1600.018148	0.691992	0.308008	0	2.278918519	0	27194.27407	12139.42593	40.92340741	41.16414815	40.67807407	41.29374074	39.90948148	1107.199259	492.8188889	0	1686590822	0	2.299280769	-0.819066678	-391.0803421	27195.65	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.5489878	-1.318114286	0.143374759	0	2.339902941	-0.811961812	0.264680337	1	1.792633171	-0.108414564	0.011621501	0	1	3	3-Jan	2.99051	2.71567	0.160107	0.162916	0.0922212	0.0837255	27001.1	26970.1	29838.5	29767.6	35873.6	36243.5	42025.1	42391.9	2.03265	2.08197	0.170507	0	22.1548	999.9	59.4	24.4	18.7379	62.9938	32.1514	1	-0.508298	-1.27502	20.3958	5.22073	12.0099	4.9917	3.2885	9999	9999	9999	999.9	1.8669	1.866	1.86542	1.86543	1.86722	1.86985	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-4.985	-0.1027	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.2	13.3	1.77368	2.18994	1.39648	2.31567	1.49536	2.56226	28.8168	15.3404	18	513.169	501.882	23.7099	20.8464	30	20.7839	20.7165	35.6106	25.9344	72.5773	23.7275	840.933	15.4148	102.031	101.838
243	1686590826	2870.4	20230612 13:27:05	13:27:05	5	5337	stan	1686590818	0.001510015	1.510015485	8.859453385	772.5019183	606.7353358	59.05878444	75.19427595	0.097093837	2.880846882	0.09531185	0.059727287	283.8948501	26.31889858	24.96151429	3.172389183	52.42897578	1.668611419	3.182613038	1.503777764	-66.59168289	8.38131286	0.615320783	226.2998009	30.20063635	1.508409722	8.859453385	838.6644544	810.7546788	3.394365156	64.28528384	1.510015485	15.37868114	17.15897253	3.02E-05	101.2645994	2	0	1	0	51861	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600.009286	1358.791929	0.849240027	0.177433252	6	0.5	0: Broadleaf	2	TRUE	1686590818	772.5019286	810.1326429	17.14233571	15.36366786	777.4545	17.24499643	500.1109286	97.23867143	0.099955396	25.01547857	24.96151429	999.9	0	0	10001.10893	0	19.03311429	-37.63069286	785.9755357	822.7736071	1.778658214	810.1326429	15.36366786	1.666897143	1.493942857	14.59155357	12.90631071	1600.009286	0.691999786	0.308000214	0	2.249389286	0	27163.34286	12139.40357	40.98628571	41.20292857	40.73185714	41.36128571	39.95957143	1107.205	492.8042857	0	1686590827	0	2.228596	-0.352261541	-401.3769238	27158.404	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.61642	-0.228970356	0.078244246	1	2.271735294	-0.716097786	0.246199256	1	1.782559	-0.108316098	0.01123744	0	2	3	3-Feb	2.99027	2.71559	0.162363	0.16509	0.0922819	0.0837568	26928.7	26900	29838.3	29767.3	35870.7	36242.1	42024.5	42391.8	2.032	2.0823	0.171512	0	22.142	999.9	59.4	24.4	18.7388	62.8238	32.484	1	-0.508173	-1.31615	20.3955	5.22014	12.0099	4.99125	3.2885	9999	9999	9999	999.9	1.8669	1.866	1.8654	1.8654	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-5.044	-0.1026	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.3	13.4	1.8042	2.18384	1.39648	2.31567	1.49536	2.52563	28.8168	15.3404	18	512.751	502.087	23.7372	20.8458	30	20.7828	20.7157	36.1624	25.9344	72.5773	23.7578	854.288	15.4089	102.03	101.838
244	1686590831	2875.4	20230612 13:27:10	13:27:10	5	5337	stan	1686590823	0.001513001	1.513001061	8.730684557	790.1603973	626.4348056	60.9768569	76.91382573	0.097330017	2.881638286	0.095539918	0.05987054	283.8942877	26.32580122	24.96347778	3.172760674	52.43501748	1.669603324	3.184138013	1.503157351	-66.7233468	9.327046882	0.684599005	227.1825868	30.22655317	1.504114215	8.730684557	855.7780235	827.8551091	3.428301881	64.28528384	1.513001061	15.38443719	17.16813187	3.54E-05	101.2645994	2	0	1	0	51840	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600.011481	1358.7933	0.849239718	0.177432657	6	0.5	0: Broadleaf	2	TRUE	1686590823	790.1604074	827.8488519	17.15237037	15.37884444	795.1748148	17.25498519	500.1274815	97.23951111	0.099998681	25.02351481	24.96347778	999.9	0	0	10005.57741	0	18.7704963	-37.6885037	803.9502963	840.7790741	1.773517037	827.8488519	15.37884444	1.667887407	1.495431852	14.60074444	12.92154074	1600.011481	0.692009667	0.307990333	0	2.316603704	0	27127.58148	12139.47037	41.053	41.25666667	40.79840741	41.43266667	40.02522222	1107.222963	492.7885185	0	1686590832	0	2.282412	1.825953842	-423.5461532	27125.664	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.659965	-0.372544841	0.091709614	1	2.298941176	0.551459126	0.259860786	1	1.77822	-0.057995122	0.008846611	1	3	3	3-Mar	2.99019	2.71579	0.164613	0.167286	0.0923147	0.0837889	26856.6	26830	29838.4	29767.9	35869.5	36241.7	42024.6	42392.7	2.03255	2.08225	0.17317	0	22.1344	999.9	59.4	24.4	18.7389	62.8638	32.476	1	-0.508125	-1.32533	20.3957	5.22058	12.0099	4.99165	3.2885	9999	9999	9999	999.9	1.86689	1.866	1.86541	1.8654	1.86722	1.86983	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-5.102	-0.1025	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.4	13.5	1.83105	2.1875	1.39648	2.31689	1.49536	2.4292	28.8168	15.3316	18	513.089	502.049	23.7671	20.8447	30.0001	20.7821	20.7151	36.7625	25.9344	72.5773	23.783	874.329	15.4074	102.03	101.84
245	1686590836	2880.4	20230612 13:27:15	13:27:15	5	5337	stan	1686590828	0.001513263	1.513262557	8.940620264	805.9479539	638.337462	62.13540005	78.45050857	0.097315499	2.880806532	0.095525423	0.059861478	283.8879155	26.33432186	24.971225	3.174226815	52.44049124	1.670602443	3.185710896	1.503624372	-66.73487877	9.407905778	0.690789112	227.2517317	30.18371967	1.505901879	8.940620264	872.7270034	844.7889576	3.380663442	64.28528384	1.513262557	15.39202703	17.17618571	1.34E-05	101.2645994	2	0	1	0	51680	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.976071	1358.763182	0.84923969	0.177432601	6	0.5	0: Broadleaf	2	TRUE	1686590828	805.9479643	843.6151429	17.16265	15.38703929	811.0175	17.26520357	500.12875	97.23940357	0.100019139	25.0318	24.971225	999.9	0	0	10000.80143	0	18.62084643	-37.667275	820.0219643	856.7987143	1.775601429	843.6151429	15.38703929	1.668884643	1.496227143	14.61000714	12.92966071	1599.976071	0.692010393	0.307989607	0	2.351596429	0	27093.675	12139.20714	41.11128571	41.30110714	40.848	41.49746429	40.08242857	1107.2	492.7760714	0	1686590837	0	2.332392	0.767653852	-437.8461538	27091.464	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.6792025	-0.105664165	0.083091902	1	2.305311765	0.638689075	0.261718799	1	1.7757385	0.006913396	0.005967154	1	3	3	3-Mar	2.99012	2.7155	0.166814	0.169406	0.0923418	0.0837831	26785.7	26761.5	29838.1	29767.5	35868.6	36241.3	42024.7	42392	2.03227	2.08273	0.174027	0	22.1324	999.9	59.5	24.4	18.7695	62.8738	32.8245	1	-0.508219	-1.30084	20.396	5.22028	12.0097	4.9914	3.28845	9999	9999	9999	999.9	1.86691	1.866	1.86543	1.86542	1.86722	1.86981	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-5.16	-0.1025	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.5	13.6	1.86157	2.18994	1.39771	2.31567	1.49536	2.41333	28.8168	15.3228	18	512.917	502.347	23.7932	20.8436	30.0001	20.7821	20.714	37.3142	25.9344	72.5773	23.7962	887.686	15.4074	102.03	101.838
246	1686590841	2885.4	20230612 13:27:20	13:27:20	5	5337	stan	1686590833	0.001515311	1.515311091	8.739930927	823.6213972	658.7982722	64.12699981	80.17077672	0.097282077	2.878469978	0.095491794	0.059840477	283.8861848	26.34445648	24.98918519	3.177628009	52.43745354	1.671472853	3.187555345	1.506155156	-66.82521912	8.120150333	0.596800902	225.7779169	30.1811055	1.51142655	8.739930927	889.6691305	861.8376909	3.408227575	64.28528384	1.515311091	15.39079507	17.17737033	9.09E-06	101.2645994	2	0	1	0	51681	-	-	0	0	0	0	-	-	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599.962593	1358.752078	0.849239904	0.177433014	6	0.5	0: Broadleaf	2	TRUE	1686590833	823.6214074	861.3221852	17.1716037	15.38952593	828.7524444	17.27411481	500.1374074	97.2392037	0.100152693	25.04151111	24.98918519	999.9	0	0	9987.382222	0	18.54978519	-37.70081481	838.0117037	874.7846667	1.782074074	861.3221852	15.38952593	1.669752963	1.496466667	14.61805185	12.9321	1599.962593	0.692002889	0.307997111	0	2.454407407	0	27055.83704	12139.06296	41.16874074	41.34466667	40.90488889	41.56696296	40.14325926	1107.179259	492.7833333	0	1686590842	0	2.419903846	-0.20981539	-431.3982905	27054.78462	15	1686590028	13:13:47	1686590028	1686590021	1	0.623	0.015	-3.646	-0.104	420	17	0.58	0.18	-37.67215366	-0.198748432	0.078377592	1	2.357555882	1.022849502	0.235764226	0	1.777592439	0.065567875	0.006827515	1	2	3	3-Feb	2.99028	2.71555	0.169011	0.171535	0.0923468	0.0837108	26715.4	26692.6	29838.2	29767	35868.2	36242.4	42024.6	42389.8	2.03237	2.08225	0.175014	0	22.1354	999.9	59.4	24.4	18.7397	63.2438	32.7845	1	-0.508376	-1.25051	20.3961	5.22043	12.0098	4.99155	3.28848	9999	9999	9999	999.9	1.86689	1.866	1.86547	1.86541	1.86722	1.86983	1.86844	1.86996	0	0	0	0	0	iiiiiiii	off	off	off	off	0	100	100	-5.218	-0.1025	-1.859387213	-0.004573198	9.17E-07	-1.96E-10	-0.166681805	-0.008724442	0.001369256	-3.76E-05	2	2338	1	20	13.6	13.7	1.88843	2.19116	1.39771	2.31567	1.49536	2.46216	28.8168	15.3316	18	512.963	502.037	23.8054	20.8429	30	20.7804	20.714	37.9136	25.9344	72.5773	23.7985	907.721	15.4074	102.03	101.834
